ds,y,SMA,RSI,MACD,MOM,,Not Adjusted
10/10/14,93.138023,99.913,52.27,-0.7357,2.16,,
10/9/14,93.406174,99.697,56.6864,-0.7921,1.03,,
10/8/14,93.202759,99.594,42.348,-0.8394,-3.4,,
10/7/14,91.307266,99.934,45.624,-0.8495,-1.17,,
10/6/14,92.111702,100.051,48.2301,-0.8732,-1.85,,
10/3/14,92.111702,100.236,45.4812,-0.9028,-2.85,,
10/2/14,92.370575,100.521,44.5987,-0.9292,-2.66,,
10/1/14,91.704857,100.787,50.2873,-0.9645,-0.68,,
9/30/14,93.156509,100.855,51.2682,-1.0187,1.01,,
9/29/14,92.564751,100.754,41.1195,-1.0686,-4.16,,
9/26/14,93.156509,101.17,40.4999,-1.1055,-2.68,,
9/25/14,90.493599,101.438,48.0003,-1.1774,0.1,,
9/24/14,94.081146,101.428,55.7428,-1.3062,4.15,,
9/23/14,94.904076,101.013,48.702,-1.4689,1.52,,
9/22/14,93.443146,100.861,54.7298,-1.6348,2.5,,
9/19/14,93.350693,100.611,57.3378,-1.8371,3.49,,
9/18/14,94.118134,100.262,55.9498,-2.0559,3.08,,
9/17/14,93.923965,99.954,53.451,-2.2769,-1.83,,
9/16/14,93.258224,100.137,47.4789,-2.4995,-3.26,,
9/15/14,93.970192,100.463,62.1807,-2.7312,-0.05,,
9/12/14,93.99794,100.468,55.6039,-3.0046,-0.38,,
9/11/14,93.785255,100.506,51.8348,-3.2549,-0.61,,
9/10/14,93.387672,100.567,37.5107,-3.4991,-3.41,,
9/9/14,90.604546,100.908,42.5933,-3.7453,-2.71,,
9/8/14,90.946655,101.179,43.6887,-4.0479,-0.99,,
9/5/14,91.510666,101.278,40.5619,-4.4016,-1.77,,
9/4/14,90.724754,101.455,40.7657,-4.8163,-1.59,,
9/3/14,91.482925,101.614,66.2021,-5.3226,3.69,,
9/2/14,95.51432,101.245,66.0225,-5.9486,4.57,,
8/29/14,94.77462,100.788,65.1902,-6.6247,4.96,,
8/28/14,94.543472,100.292,59.5237,-7.3467,4.26,,
8/27/14,94.43251,99.866,56.6748,-8.1107,4.87,,
8/26/14,93.285942,99.379,59.3114,-8.9368,5.38,,
8/25/14,93.886971,98.841,61.7009,-9.837,6.52,,
8/22/14,93.683578,98.189,55.1008,-10.8025,6.03,,
8/21/14,92.999329,97.586,56.7436,-11.8177,5.64,,
8/20/14,92.990074,97.022,56.1979,-12.9046,5.69,,
8/19/14,92.953094,96.453,51.8681,-14.0511,4.05,,
8/18/14,91.686363,96.048,47.7131,-15.247,2.12,,
8/15/14,90.595291,95.836,44.9714,-16.4988,3,,
8/14/14,90.151459,95.536,42.3426,-17.8141,0.17,,
8/13/14,89.911064,95.519,36.7094,-19.1957,-2.29,,
8/12/14,88.736786,95.748,36.1863,-20.6468,-3.29,,
8/11/14,88.755272,96.077,32.6811,-22.1874,-2.55,,
8/8/14,87.59948,96.332,28.0133,-23.8195,-2.59,,
8/7/14,87.359085,96.591,29.223,-25.5617,-2.105,,
8/6/14,87.368324,96.8015,28.4762,-27.4461,-0.67,,
8/5/14,87.515549,96.8685,29.4231,-29.4754,0.68,,
8/4/14,87.947975,96.8005,30.9572,-31.6709,1.38,,
8/1/14,88.444794,96.6625,25.8963,-34.0394,1.28,,
7/31/14,87.957153,96.5345,28.8193,-36.5753,2.13,,
7/30/14,90.303284,96.3215,30.5786,-39.3273,1.47,,
7/29/14,90.514915,96.1745,31.7932,-42.2697,2.53,,
7/28/14,91.103737,95.9215,27.3893,-45.3798,1.96,,
7/25/14,89.861679,95.7255,24.5737,-48.6287,1.49,,
7/24/14,89.272858,95.5765,24.7383,-52.0307,3.275,,
7/23/14,89.420052,95.249,20.556,-55.5938,-0.02,,
7/22/14,87.14753,95.251,18.6928,-59.3006,-1.59,,
7/21/14,86.429893,95.41,18.8595,-63.1698,0.85,,
7/18/14,86.880707,95.325,15.8743,-67.2091,-0.05,,
7/17/14,85.647842,95.33,16.4344,-71.4036,1.165,,
7/16/14,87.202713,95.2135,17.1852,-75.7744,3.45,,
7/15/14,87.69957,94.8685,16.8857,-80.2845,4.7,,
7/14/14,88.739197,94.3985,15.3627,-84.8657,5.04,,
7/11/14,87.607529,93.8945,14.6137,-89.4738,4.99,,
7/10/14,87.44194,93.3955,12.3805,-94.0716,3.55,,
7/9/14,87.763939,93.0405,12.6942,-98.6067,4.69,,
7/8/14,87.72715,92.5715,12.8389,-103.0452,4.95,,
7/7/14,88.297592,92.0765,10.4826,-107.2742,2.29,,
7/3/14,86.51268,91.8475,9.9994,-111.1688,1.38,,
7/2/14,86.006638,91.7095,10.0196,-114.6485,1.595,,
7/1/14,86.043442,91.55,9.7293,-117.5915,1.21,,
6/30/14,85.50061,91.429,8.6375,-119.8438,0.59,,
6/27/14,84.626579,91.37,7.7321,-121.2423,-1.38,,
6/26/14,83.632912,91.508,7.4419,-121.6335,-3.67,,
6/25/14,83.136078,91.875,7.3486,-120.8584,-3.92,,
6/24/14,83.062485,92.267,7.3712,-118.7411,-3.98,,
6/23/14,83.568497,92.665,7.3927,-115.103,-1.38,,
6/20/14,83.642128,92.803,7.4109,-109.7608,-558.05,,
6/19/14,84.516167,148.608,7.4245,-102.5508,-553.91,,
6/18/14,84.8106,203.999,7.4175,-93.3492,-545.17,,
6/17/14,84.718567,258.516,7.4185,-82.1017,-536.15,,
6/16/14,84.828972,312.131,7.1926,-68.8706,-542.45,,
6/13/14,83.982529,366.376,7.2062,-53.8787,-545.78,,
6/12/14,84.911781,420.954,7.2392,-37.6025,-533.81,,
6/11/14,86.356293,474.335,7.2407,-20.8167,-531.89,,
6/10/14,86.715096,527.524,7.2494,-4.7118,-521.15,,
6/9/14,86.209076,579.639,6.9063,8.8866,-514.55,,
6/6/14,84.851349,631.094,80.2887,17.3466,43.3,,
6/5/14,85.085281,626.764,78.9521,16.8818,42.37,,
6/4/14,84.752747,622.527,75.3974,16.4629,32.93,,
6/3/14,83.795898,619.234,70.8565,16.1196,30.61,,
6/2/14,82.627434,616.173,78.882,15.7625,45.33,,
5/30/14,83.199173,611.64,85.2325,15.2432,43.28,,
5/29/14,83.511993,607.312,81.934,14.706,35.42,,
5/28/14,82.01757,603.77,81.2532,14.3428,34.02,,
5/27/14,82.230476,600.368,76.9149,14.0833,28.39,,
5/23/14,80.718971,597.529,71.9412,14.0166,22.71,,
5/22/14,79.817314,595.258,71.5254,14.0559,18.35,,
5/21/14,79.691139,593.423,69.8092,14.0926,8.58,,
5/20/14,79.480827,592.565,70.7513,14.1566,2.71,,
5/19/14,79.465065,592.294,66.802,14.2394,7.71,,
5/16/14,78.534492,591.523,60.0874,14.4143,-3.71,,
5/15/14,77.392319,591.894,68.2689,14.6035,2.7,,
5/14/14,78.056053,591.624,66.7449,14.6175,-0.21,,
5/13/14,78.041618,591.645,66.4704,14.5585,-1.74,,
5/12/14,77.91938,591.819,63.6365,14.3834,14.69,,
5/9/14,76.961197,590.35,61.7326,14.0795,20.01,,
5/8/14,77.283211,588.349,65.6216,13.5331,20.04,,
5/7/14,74.826683,586.345,73.4825,12.6217,66.19,,
5/6/14,75.089447,579.726,81.7273,11.3477,73.49,,
5/5/14,75.916885,572.377,77.7227,9.8259,64.8,,
5/2/14,74.858269,565.897,80.727,8.2441,72.34,,
5/1/14,74.719299,558.663,80.6228,6.4376,73.95,,
4/30/14,74.543709,551.268,81.3679,4.5099,72.37,,
4/29/14,74.826683,544.031,82.5481,2.5645,71.84,,
4/28/14,75.049004,536.847,76.7775,0.7866,53.8,,
4/25/14,72.250885,531.467,73.6848,-0.5383,33.85,,
4/24/14,71.724113,528.082,77.8363,-1.5596,45.57,,
4/23/14,66.289574,523.525,51.8746,-2.2238,3.87,,
4/22/14,67.167534,523.138,50.8826,-2.1745,0.29,,
4/21/14,67.100571,523.109,46.9883,-1.9957,-14.47,,
4/17/14,66.313568,524.556,39.1859,-1.6523,-21.39,,
4/16/14,65.564453,526.695,36.0946,-1.1577,-24.33,,
4/15/14,65.431808,529.128,38.0778,-0.6052,-17.49,,
4/14/14,65.901756,530.877,39.5124,-0.0606,-17.33,,
4/11/14,65.640236,532.61,35.6291,0.4804,-19.32,,
4/10/14,66.12915,534.542,46.4351,1.0117,-9.335,,
4/9/14,66.993195,535.4755,34.0419,1.4108,-23.88,,
4/8/14,66.124092,537.8635,36.4491,1.8667,-16.31,,
4/7/14,66.127869,539.4945,39.2192,2.1755,-10.4,,
4/4/14,67.182701,540.5345,54.8485,2.2957,7.88,,
4/3/14,68.063202,539.7465,57.6179,2.1847,11.5,,
4/2/14,68.53817,538.5965,59.3066,2.0226,10.12,,
4/1/14,68.424469,537.5845,53.5943,1.8407,11.86,,
3/31/14,67.804207,536.3985,55.8389,1.675,11.53,,
3/28/14,67.819397,535.2455,54.7839,1.438,9.53,,
3/27/14,67.895157,534.2925,57.0695,1.1507,2.575,,
3/26/14,68.188232,534.035,66.6782,0.7893,12.01,,
3/25/14,68.846397,532.834,62.2656,0.387,6.05,,
3/24/14,68.113724,532.229,59.2886,0.1218,10.06,,
3/21/14,67.315308,531.223,52.126,-0.0291,0.84,,
3/20/14,66.788559,531.139,49.6185,-0.0627,-2.9,,
3/19/14,67.111969,531.429,52.4933,-0.072,1.34,,
3/18/14,67.129631,531.295,44.7638,-0.0936,-5.1,,
3/17/14,66.540955,531.805,46.6992,-0.073,4.28,,
3/14/14,66.281975,531.377,47.8261,-0.1492,-0.29,,
3/13/14,67.034889,531.406,57.7857,-0.3278,20.3,,
3/12/14,67.787781,529.376,54.9241,-0.6276,10.9,,
3/11/14,67.722099,528.286,56.0206,-0.8768,6.07,,
3/10/14,67.068993,527.679,49.1262,-1.1012,5.21,,
3/7/14,67.008354,527.158,51.9483,-1.2466,-1.7027,,
3/6/14,67.047539,527.3283,53.6765,-1.4382,-0.2,,
3/5/14,67.250908,527.3483,52.0989,-1.6226,-13.83,,
3/4/14,67.109421,528.7313,52.1673,-1.7419,-15,,
3/3/14,66.669823,530.2313,46.1367,-1.8011,-19.05,,
2/28/14,66.477783,532.1363,50.4076,-1.7635,-5.58,,
2/27/14,66.658447,532.6943,39.8329,-1.7743,-19.81,,
2/26/14,65.354752,534.6753,44.4559,-1.7237,-7,,
2/25/14,65.949753,535.3753,49.0225,-1.8897,10.72,,
2/24/14,66.643288,534.3033,43.3697,-2.2291,1.77,,
2/21/14,66.352722,534.1263,51.2928,-2.6765,22.7327,,
2/20/14,67.098045,531.853,51.466,-3.4258,26.43,,
2/19/14,67.883812,529.21,62.846,-4.3582,38.9,,
2/18/14,68.972733,525.32,64.2041,-5.5121,43.39,,
2/14/14,68.720093,520.981,62.1238,-6.6397,47.29,,
2/13/14,68.775658,516.252,57.1671,-7.6189,32.12,,
2/12/14,67.700623,513.04,59.212,-8.3936,33,,
2/11/14,67.705673,509.74,55.2209,-9.0037,21.85,,
2/10/14,66.82518,507.555,46.3089,-9.2725,-31.41,,
2/7/14,65.649094,510.696,48.2772,-9.1684,-32.62,,
2/6/14,64.743347,513.958,38.4837,-8.8158,-39.88,,
2/5/14,62.056385,517.946,35.0623,-8.0605,-44.3547,,
2/4/14,61.59634,522.3815,34.3961,-7.0459,-35.14,,
2/3/14,60.717407,525.8955,31.5104,-5.821,-48.87,,
1/31/14,60.604813,530.7825,24.672,-4.4067,-59.72,,
1/30/14,60.505547,536.7545,27.0828,-2.9122,-50.98,,
1/29/14,60.622982,541.8525,27.5469,-1.6197,-34.27,,
1/28/14,61.319111,545.2795,29.0767,-0.5811,-21.15,,
1/27/14,66.645943,547.3945,50.9444,-0.0041,10.24,,
1/24/14,66.109619,546.3705,54.4506,-0.0918,7.2,,
1/23/14,67.333588,545.6505,51.3366,-0.1811,11.13,,
1/22/14,66.768219,544.5375,52.1063,-0.1656,6.5947,,
1/21/14,66.472824,543.878,44.4776,-0.0883,3.54,,
1/17/14,65.455879,543.524,52.4204,0.1052,-1.38,,
1/16/14,67.099922,543.662,55.319,0.2151,-0.78,,
1/15/14,67.476418,543.74,54.4034,0.4498,-0.65,,
1/14/14,66.148376,543.805,42.683,0.9519,-19.24,,
1/13/14,64.857819,545.729,34.4463,1.805,-33.91,,
1/10/14,64.520035,549.12,40.7355,2.7609,-28.27,,
1/9/14,64.953445,551.947,46.0527,3.5958,-23.09,,
1/8/14,65.793633,554.256,37.6571,4.4304,-29.19,,
1/7/14,65.379593,557.175,41.6833,5.3851,-1.11,,
1/6/14,65.850533,557.286,33.733,6.2646,-12.05,,
1/3/14,65.493416,558.491,46.5423,7.1101,3.16,,
1/2/14,66.964325,558.175,49.6472,7.6786,-0.13,,
12/31/13,67.919533,558.188,47.9746,8.1759,-0.85,,
12/30/13,67.132591,558.273,51.3173,8.6175,-5.39,,
12/27/13,67.806931,558.812,58.3963,8.9248,1.6785,,
12/26/13,68.268204,558.6441,63.7201,9.107,1.1,,
12/24/13,68.724609,558.5341,65.9843,9.2688,6.31,,
12/23/13,69.017593,557.9031,64.7955,9.5267,7.0999,,
12/20/13,66.466751,557.1932,43.6186,9.9954,-20.36,,
12/19/13,65.914688,559.2292,48.3377,10.7479,-23.15,,
12/18/13,66.678619,561.5442,48.5701,11.3521,-15.8,,
12/17/13,67.189507,563.1242,55.9686,11.8118,-2.49,,
12/16/13,67.493378,563.3732,55.174,12.0488,-2.98,,
12/13/13,67.121719,563.6712,65.7593,12.1093,13.37,,
12/12/13,67.861435,562.3342,65.2159,11.9068,25.8317,,
12/11/13,67.960686,559.751,72.298,11.545,42.88,,
12/10/13,68.467964,555.463,70.2513,10.9844,42.56,,
12/9/13,68.574486,551.207,68.6161,10.3194,41.3801,,
12/6/13,67.798485,547.069,75.4244,9.4962,48.19,,
12/5/13,68.752472,542.25,86.2269,8.4587,53.42,,
12/4/13,68.401375,536.908,84.0893,7.3252,46.47,,
12/3/13,68.561172,532.261,81.4851,6.3387,33.31,,
12/2/13,66.734314,528.93,81.3707,5.5139,31.42,,
11/29/13,67.320251,525.788,77.8787,4.8557,26.67,,
11/27/13,66.096306,523.121,70.0749,4.5309,18.3098,,
11/26/13,64.575745,521.29,57.6216,4.5659,6.45,,
11/25/13,63.406246,520.645,53.1602,4.8533,1.03,,
11/22/13,62.929253,520.542,50.9095,5.2256,4.94,,
11/21/13,63.091476,520.048,48.0331,5.6411,-1.98,,
11/20/13,62.348152,520.246,50.2843,6.0715,-4.92,,
11/19/13,62.898998,520.738,50.0257,6.4613,-5.55,,
11/18/13,62.787613,521.293,58.138,6.8173,3.89,,
11/15/13,63.55759,520.904,60.4933,7.108,2.56,,
11/14/13,63.941368,520.648,56.7546,7.4468,-2.19,,
11/13/13,63.029758,520.867,51.4824,7.9002,-1.61,,
11/12/13,62.95467,521.028,51.1144,8.4297,-18.6,,
11/11/13,62.838459,522.888,53.6911,8.9425,-9.05,,
11/8/13,63.021267,523.793,48.2121,9.4083,-16.735,,
11/7/13,62.044285,525.4665,53.4747,9.8514,-5.42,,
11/6/13,63.06485,526.0085,58.75,10.118,5.15,,
11/5/13,61.028553,525.4935,59.2449,10.2436,-1.825,,
11/4/13,61.179546,525.676,56.5807,10.287,9.33,,
11/1/13,60.399052,524.743,59.519,10.2437,18.03,,
10/31/13,60.709133,522.94,60.4674,10.0146,25.02,,
10/30/13,60.964672,520.438,57.082,9.6198,18.82,,
10/29/13,60.009949,518.556,74.9331,9.0549,38.765,,
10/28/13,61.543068,514.6795,71.4453,8.1638,39.21,,
10/25/13,61.087799,510.7585,74.3759,7.2837,44.325,,
10/24/13,61.778843,506.326,71.4502,6.3404,33.68,,
10/23/13,60.971642,502.958,68.3612,5.4596,34.36,,
10/22/13,60.380447,499.522,77.6992,4.6145,36.465,,
10/21/13,60.553528,495.8755,70.5417,3.7642,25.21,,
10/18/13,59.105186,493.3545,66.7483,3.1819,22.13,,
10/17/13,58.595303,491.1415,62.1922,2.717,9.47,,
10/16/13,58.201576,490.1945,63.2433,2.3429,15.16,,
10/15/13,57.919342,488.6785,60.8267,2.0018,19.055,,
10/14/13,57.612717,486.773,54.5426,1.7709,12.58,,
10/11/13,57.237564,485.515,51.9769,1.6589,3.21,,
10/10/13,56.869381,485.194,56.3403,1.5571,5.32,,
10/9/13,56.515137,484.662,50.58,1.4136,-4.56,,
10/8/13,55.85891,485.118,55.8408,1.3317,-4.94,,
10/7/13,56.649872,485.612,53.0373,1.1899,-9.54,,
10/4/13,56.101662,486.566,50.7912,1.1042,5.86,,
10/3/13,56.145794,485.98,56.8144,1.0335,19.81,,
10/2/13,56.860092,483.999,53.1447,0.9278,22.45,,
10/1/13,56.674255,481.754,47.2038,0.9481,30.49,,
9/30/13,55.372272,478.705,46.1773,1.0471,16.25,,
9/27/13,56.069149,477.08,51.037,1.0839,14.4398,,
9/26/13,56.472164,475.636,52.7352,0.9918,17.5,,
9/25/13,55.927444,473.886,55.1141,0.8717,22.1899,,
9/24/13,56.806667,471.667,59.3943,0.7773,-11.32,,
9/23/13,56.985535,472.799,60.2996,0.8162,-8.9,,
9/20/13,54.287479,473.689,50.1557,1.2121,-20.44,,
9/19/13,54.855423,475.733,45.0602,2.1785,-29.55,,
9/18/13,53.970406,478.688,39.308,3.5178,-36.38,,
9/17/13,52.88327,482.326,25.0053,5.1623,-45.14,,
9/16/13,52.279324,486.84,30.5582,6.9774,-31,,
9/13/13,53.995949,489.94,35.0369,8.5444,-22.3098,,
9/12/13,54.900715,492.171,34.162,9.9418,-17.5,,
9/11/13,54.322304,493.921,32.7159,11.195,-30.9899,,
9/10/13,57.450104,497.02,68.1575,12.128,5.45,,
9/9/13,58.789276,496.475,67.1776,12.4752,1.73,,
9/6/13,57.865902,496.302,61.3216,12.9002,-6.54,,
9/5/13,57.523273,496.956,64.1644,13.4285,-3.34,,
9/4/13,57.920506,497.29,63.5852,13.9576,-10.15,,
9/3/13,56.746265,498.305,57.8442,14.5385,-11.24,,
8/30/13,56.58831,499.429,56.8005,15.1866,-8.15,,
8/29/13,57.108639,500.244,56.492,15.7763,-4.77,,
8/28/13,57.015728,500.721,51.4558,16.2505,-11.88,,
8/27/13,56.747433,501.909,66.0759,16.5494,27.06,,
8/26/13,58.41761,499.203,70.1892,16.4588,43.89,,
8/23/13,58.19112,494.814,73.9876,16.12,44.63,,
8/22/13,58.416435,490.351,76.5165,15.5435,41.125,,
8/21/13,58.346752,486.2385,75.9143,14.7587,39.79,,
8/20/13,58.196926,482.2595,84.502,13.8071,41.69,,
8/19/13,58.971622,478.0905,82.9817,12.6875,39.65,,
8/16/13,58.343269,474.1255,81.7226,11.5993,42.14,,
8/15/13,57.82991,469.9115,80.5709,10.5617,40.6673,,
8/14/13,57.89843,465.8448,82.4,9.6271,42.89,,
8/13/13,56.861259,461.5558,71.7496,8.8785,20.98,,
8/12/13,54.281673,459.4578,60.5088,8.5615,16.06,,
8/9/13,52.782227,457.8518,63.3781,8.3062,23.34,,
8/8/13,53.544151,455.5178,72.435,7.8432,23.155,,
8/7/13,51.525536,453.2023,72.3975,7.1632,24.87,,
8/6/13,51.555454,450.7153,79.8908,6.3551,42.02,,
8/5/13,52.020863,446.5133,78.2953,5.4348,35.23,,
8/2/13,51.25515,442.9903,74.6667,4.5432,24.91,,
8/1/13,50.605789,440.4993,73.3097,3.7067,22.3727,,
7/31/13,50.14592,438.262,72.8677,2.8748,25.29,,
7/30/13,50.233463,435.733,69.9102,2.0756,23.44,,
7/29/13,49.620686,433.389,63.3654,1.3865,15.79,,
7/26/13,48.867146,431.81,58.4857,0.8103,7.65,,
7/25/13,48.591228,431.045,66.2876,0.2343,17.75,,
7/24/13,48.813957,429.27,64.9066,-0.4303,19.33,,
7/23/13,46.429276,427.337,51.9713,-1.0424,12.4,,
7/22/13,47.240433,426.097,57.0343,-1.5661,9.35,,
7/19/13,47.089714,425.162,62.8296,-2.2379,12.71,,
7/18/13,47.844353,423.891,63.2747,-3.0075,12.52,,
7/17/13,47.683678,422.639,59.9157,-3.7841,19.74,,
7/16/13,47.67149,420.665,56.8461,-4.5109,23.83,,
7/15/13,47.365639,418.282,55.386,-5.2047,33.65,,
7/12/13,47.262585,414.917,58.5005,-5.8854,28.4,,
7/11/13,47.34903,412.077,54.3912,-6.5455,19.05,,
7/10/13,46.622093,410.172,51.2975,-7.0717,13.9,,
7/9/13,46.801605,408.782,45.3188,-7.4837,6.2,,
7/8/13,45.992683,408.162,51.4913,-7.79,1.62,,
7/5/13,46.255302,408,51.7643,-8.0822,1.09,,
7/3/13,46.629845,407.891,52.1821,-8.1898,-10.54,,
7/2/13,46.373867,408.945,42.4935,-8.0164,-21.6,,
7/1/13,45.346634,411.105,34.5309,-7.4267,-28.75,,
6/28/13,43.940441,413.98,18.7513,-6.529,-44.04,,
6/27/13,43.635693,418.384,22.0879,-5.427,-33.25,,
6/26/13,44.111076,421.709,24.3898,-4.4032,-35.6,,
6/25/13,44.616375,425.269,25.3087,-3.4088,-30.04,,
6/24/13,44.60643,428.273,26.1461,-2.4421,-37.33,,
6/21/13,45.820908,432.006,32.4491,-1.5671,-18.01,,
6/20/13,46.191036,433.807,32.9716,-0.8772,-26.17,,
6/19/13,46.873631,436.424,42.0815,-0.2635,-14.25,,
6/18/13,47.845463,437.849,42.2203,0.1945,-21.66,,
6/17/13,47.870945,440.015,42.0913,0.6729,-19.29,,
6/14/13,47.654861,441.944,45.0794,1.1486,-17.1,,
6/13/13,48.309765,443.654,42.3836,1.5797,-13.15,,
6/12/13,47.891998,444.969,47.4425,2.0083,-0.5,,
6/11/13,48.491497,445.019,44.2241,2.3293,-14.16,,
6/10/13,48.634453,446.435,50.936,2.6371,3.88,,
6/7/13,48.958019,446.047,43.924,2.8109,0.55,,
6/6/13,48.5868,445.992,51.0857,2.9947,1.42,,
6/5/13,49.3237,445.85,51.2366,2.98,7.5,,
6/4/13,49.789112,445.1,57.6849,2.8889,21.31,,
6/3/13,49.945351,442.969,56.0473,2.699,11.68,,
5/31/13,49.835648,441.801,57.4702,2.5705,29.26,,
5/30/13,50.040657,438.875,53.3448,2.4972,6.49,,
5/29/13,49.305958,438.226,49.7246,2.5725,-13.85,,
5/28/13,48.917015,439.611,56.6575,2.7133,-1.61,,
5/24/13,49.328129,439.772,51.0415,2.8123,-17.12,,
5/23/13,48.994583,441.484,47.7419,3.0984,-23.86,,
5/22/13,48.907043,443.87,53.0624,3.4386,-14.99,,
5/21/13,48.719761,445.369,49.363,3.7235,-26.82,,
5/20/13,49.082119,448.051,45.2561,4.1149,-23.8,,
5/17/13,48.010574,450.431,49.3805,4.5069,-12.26,,
5/16/13,48.156841,451.657,38.1469,4.7231,-18.54,,
5/15/13,47.521889,453.511,47.7505,4.839,-5.3,,
5/14/13,49.185184,454.041,60.3726,4.3998,18.75,,
5/13/13,50.390827,452.166,58.8118,3.5345,31.06,,
5/10/13,50.194679,449.06,65.1918,2.4518,48.16,,
5/9/13,50.615768,444.244,67.0566,1.0661,48.585,,
5/8/13,49.033371,439.3855,66.6978,-0.5138,65.5,,
5/7/13,48.485779,432.8355,72.1436,-2.2208,60.98,,
5/6/13,48.702488,426.7375,68.5328,-4.0092,63.07,,
5/3/13,47.568211,420.4305,66.6861,-5.635,63.34,,
5/2/13,47.096729,414.0965,62.3828,-7.1158,36.79,,
5/1/13,46.438145,410.4175,64.4912,-8.3737,24.19,,
4/30/13,46.807072,407.9985,60.2705,-9.4394,13.53,,
4/29/13,45.468765,406.6455,52.2803,-10.0714,-6.55,,
4/26/13,44.102974,407.3005,45.0576,-10.2314,-24.34,,
4/25/13,43.170601,409.7345,45.8889,-10.0344,-22.495,,
4/24/13,42.861908,411.984,31.7182,-9.5922,-34.56,,
4/23/13,42.932724,415.44,36.8504,-8.7963,-22.37,,
4/22/13,42.144138,417.677,24.9855,-7.9879,-32.21,,
4/19/13,41.28363,420.898,19.3761,-6.993,-36.53,,
4/18/13,41.444313,424.551,25.6732,-6.1016,-28.77,,
4/17/13,42.580715,427.428,34.8153,-5.5944,-11.1,,
4/16/13,45.058605,428.538,35.7912,-5.3315,-6.03,,
4/15/13,44.383114,429.141,40.0069,-5.1117,-14.9,,
4/12/13,45.434944,430.631,46.4974,-4.9652,-15.67,,
4/11/13,45.91383,432.198,46.0234,-4.8286,-22.74,,
4/10/13,46.057579,434.472,39.7446,-4.555,-37.34,,
4/9/13,45.136833,438.206,37.726,-4.1143,-38.33,,
4/8/13,45.055424,442.039,36.0529,-3.6036,-29.73,,
4/5/13,44.737244,445.012,35.6925,-3.0829,-25.72,,
4/4/13,45.21505,447.584,41.2253,-2.6416,-23.66,,
4/3/13,45.666458,449.95,39.0299,-2.3839,-28.13,,
4/2/13,45.433887,452.763,35.6157,-2.2145,-13.85,,
4/1/13,45.340855,454.148,44.0334,-2.2699,3.97,,
3/28/13,46.794392,453.751,49.9138,-2.783,16.99,,
3/27/13,47.790203,452.052,55.5069,-3.628,28.01,,
3/26/13,48.747948,449.251,64.2732,-4.7402,29.84,,
3/25/13,49.005886,446.267,63.844,-6.0298,34.9401,,
3/22/13,48.829346,442.773,57.675,-7.2834,24.78,,
3/21/13,47.85891,440.295,54.6733,-8.4157,25.72,,
3/20/13,47.790203,437.723,61.1151,-9.5435,22.91,,
3/19/13,48.044956,435.432,63.0464,-10.7114,38.02,,
3/18/13,48.174988,431.63,50.937,-11.6972,13.65,,
3/15/13,46.900108,430.265,47.943,-12.2958,-0.07,,
3/14/13,45.720356,430.272,43.4425,-12.7287,-11.22,,
3/13/13,45.281647,431.394,39.3925,-12.9953,-19.98,,
3/12/13,45.290108,433.392,44.0241,-13.1504,-8.22,,
3/11/13,46.288033,434.214,38.7183,-13.2733,-24.1001,,
3/8/13,45.637909,436.624,38.7466,-13.2004,-19.45,,
3/7/13,45.517395,438.569,34.1639,-13.0186,-21.5,,
3/6/13,44.997299,440.719,39.1417,-12.7246,-23.18,,
3/5/13,45.576591,443.037,26.6153,-12.4587,-39.62,,
3/4/13,44.404247,446.999,29.2428,-12.0514,-41.05,,
3/1/13,45.505772,451.104,34.138,-11.8292,-26.5199,,
2/28/13,46.661194,453.756,37.488,-11.8042,-23.16,,
2/27/13,46.996304,456.072,40.0486,-11.8792,-31.08,,
2/26/13,47.461437,459.18,35.9012,-11.9963,-32.68,,
2/25/13,46.809193,462.448,41.5265,-12.1026,-20.15,,
2/22/13,47.655949,464.463,37.4832,-12.3436,-14,,
2/21/13,47.153812,465.863,34.608,-12.5681,-10.47,,
2/20/13,47.448746,466.91,40.6619,-12.9096,13.64,,
2/19/13,48.626381,465.546,42.6191,-13.5376,7.19,,
2/15/13,48.644348,464.827,47.2736,-14.3194,9.74,,
2/14/13,49.32407,463.853,44.2098,-15.2438,7.5399,,
2/13/13,49.368469,463.099,45.6944,-16.1731,10.21,,
2/12/13,49.462559,462.078,53.0212,-17.1982,21.01,,
2/11/13,50.734272,459.977,51.3014,-18.2807,38.675,,
2/8/13,50.210995,456.1095,49.9313,-19.1137,22.31,,
2/7/13,49.496384,453.8785,43.8137,-19.6221,3.25,,
2/6/13,46.386349,453.5535,39.6266,-19.7031,-52.34,,
2/5/13,46.436039,458.7875,31.1698,-19.4406,-60.51,,
2/4/13,44.861942,464.8385,34.6363,-18.8961,-44.606,,
2/1/13,46.008026,469.2991,36.5665,-18.3342,-51.2,,
1/31/13,46.197701,474.4191,35.236,-17.6091,-37.66,,
1/30/13,46.333603,478.1851,35.2422,-16.6188,-41.3,,
1/29/13,46.479656,482.3151,35.6691,-15.4062,-44.18,,
1/28/13,45.623638,486.7331,24.2945,-14.0004,-83.175,,
1/25/13,44.614464,495.0506,27.1969,-12.4219,-76.86,,
1/24/13,45.691589,502.7366,29.0702,-11.2768,-62.5,,
1/23/13,52.133049,508.9866,45.7165,-10.6114,-20.4,,
1/22/13,51.195885,511.0266,43.1661,-10.5963,-17.44,,
