ds,y,SMA,RSI,MACD,MOM,,Not Adjusted
12/15/09,18.496168,195.852,46.5713,0.102,-6.41,,
12/14/09,18.763832,196.493,45.6987,0.289,-5.74,,
12/11/09,18.543785,197.067,49.5114,0.5077,-1.44,,
12/10/09,18.711447,197.211,52.3149,0.7481,-5.9,,
12/9/09,18.841948,197.801,36.9622,1.0661,-14.05,,
12/8/09,18.086554,199.206,32.3859,1.528,-13.64,,
12/7/09,17.998917,200.57,37.4298,1.9754,-5.83,,
12/4/09,18.415195,201.153,48.347,2.3189,-4.9105,,
12/3/09,18.716209,201.644,43.0006,2.5759,-9.12,,
12/2/09,18.692392,202.556,45.8885,2.8443,-7.12,,
12/1/09,18.762886,203.268,52.6692,3.0597,-3.24,,
11/30/09,19.042934,203.592,50.3966,3.222,-1.76,,
11/27/09,19.107714,203.768,46.532,3.3807,-3.92,,
11/25/09,19.450645,204.16,60.3743,3.5034,0.84,,
11/24/09,19.474459,204.076,60.2538,3.5225,4.31,,
11/23/09,19.611629,203.645,56.2689,3.5448,6.06,,
11/20/09,19.04389,203.039,48.6062,3.5814,6.64,,
11/19/09,19.100094,202.375,62.6084,3.5912,12.21,,
11/18/09,19.619249,201.154,68.9252,3.4726,15.81,,
11/17/09,19.718319,199.573,68.2378,3.3111,18.23,,
11/16/09,19.683077,197.75,67.391,3.1563,15.68,,
11/13/09,19.475407,196.182,63.5907,3.0255,6.814,,
11/12/09,19.241081,195.5006,64.2883,2.9401,8.14,,
11/11/09,19.361107,194.6866,67.809,2.879,6.85,,
11/10/09,19.335381,194.0016,63.2995,2.8792,-0.64,,
11/9/09,19.190588,194.0656,57.0599,3.0239,-6.73,,
11/6/09,18.512354,194.7386,48.5045,3.3073,-13.19,,
11/5/09,18.482824,196.0576,48.2742,3.6954,-12.3,,
11/4/09,18.176094,197.2876,44.9074,4.1176,-8.79,,
11/3/09,17.979872,198.1666,38.7164,4.5692,-12.75,,
11/2/09,18.033211,199.4416,41.5626,5.0027,1.95,,
10/30/09,17.956055,199.2466,52.7617,5.3142,6.706,,
10/29/09,18.703827,198.576,50.7454,5.4728,5.37,,
10/28/09,18.327559,198.039,56.295,5.5528,5.46,,
10/27/09,18.800987,197.493,65.7238,5.4937,11.03,,
10/26/09,19.287754,196.39,71.184,5.3069,12.65,,
10/23/09,19.426828,195.125,76.9985,5.0525,16.73,,
10/22/09,19.546858,193.452,76.1342,4.7819,14.04,,
10/21/09,19.52018,192.048,71.0657,4.5781,9.76,,
10/20/09,18.933392,191.072,74.0153,4.49,12.86,,
10/19/09,18.085602,189.786,53.5164,4.4784,1.65,,
10/16/09,17.913187,189.621,58.394,4.634,7.94,,
10/15/09,18.152285,188.827,59.302,4.7347,4.28,,
10/14/09,18.221823,188.399,68.238,4.7948,6.12,,
10/13/09,18.100847,187.787,65.3308,4.8091,3.9,,
10/12/09,18.176094,187.397,66.6526,4.8335,7.15,,
10/9/09,18.143711,186.682,63.1229,4.8481,6.96,,
10/8/09,18.029404,185.986,68.5027,4.8734,3.46,,
10/7/09,18.122757,185.64,67.1613,4.8792,4.36,,
10/6/09,18.099892,185.204,64.0703,4.9139,2.55,,
10/5/09,17.719816,184.949,61.5896,4.9867,1.91,,
10/2/09,17.613123,184.758,52.3873,5.0809,-4.42,,
10/1/09,17.228287,185.2,63.6818,5.18,3.37,,
9/30/09,17.655994,184.863,66.2257,5.1753,8.14,,
9/29/09,17.65885,184.049,68.1094,5.1245,12.69,,
9/28/09,17.732195,182.78,63.6773,5.0432,13.04,,
9/25/09,17.372122,181.476,60.461,4.9537,9.1,,
9/24/09,17.510248,180.566,77.7504,4.8043,15.14,,
9/23/09,17.67028,179.052,75.5698,4.5425,12.62,,
9/22/09,17.573114,177.79,75.3157,4.2728,12.21,,
9/21/09,17.529297,176.569,74.2844,3.9837,17.0143,,
9/18/09,17.624554,174.8676,79.3928,3.6981,19.39,,
9/17/09,17.57979,172.9286,75.6206,3.4336,17.36,,
9/16/09,17.324495,171.1926,70.6012,3.2774,10,,
9/15/09,16.685314,170.1926,63.9967,3.2216,5.88,,
9/14/09,16.548147,169.6046,56.9179,3.2411,-1.44,,
9/11/09,16.399542,169.7486,64.2894,3.2901,4.16,,
9/10/09,16.437651,169.3326,62.5033,3.3122,3.14,,
9/9/09,16.30238,169.0186,64.981,3.3545,3.3201,,
9/8/09,16.472895,168.6866,65.6314,3.4159,2.86,,
9/4/09,16.223316,168.4006,53.7476,3.5331,-0.3743,,
9/3/09,15.865149,168.438,51.5382,3.747,1.46,,
9/2/09,15.734649,168.292,46.532,3.9651,1.87,,
9/1/09,15.746081,168.105,56.2083,4.1638,6.36,,
8/31/09,16.023275,167.469,56.744,4.2833,4.61,,
8/28/09,16.198551,167.008,71.5907,4.3671,4.33,,
8/27/09,16.141399,166.575,64.4138,4.4069,2.1,,
8/26/09,15.947073,166.365,65.1289,4.4939,6.37,,
8/25/09,16.136633,165.728,67.2635,4.575,5.7699,,
8/24/09,16.104246,165.151,69.78,4.6608,4.46,,
8/21/09,16.119484,164.705,65.4236,4.7772,2.16,,
8/20/09,15.844192,164.489,59.7833,4.9666,-0.6,,
8/19/09,15.679394,164.549,54.1628,5.2109,-3,,
8/18/09,15.622241,164.849,51.072,5.4725,-3.3,,
8/17/09,15.202152,165.179,57.0023,5.7022,-1.66,,
8/14/09,15.887059,165.345,74.8994,5.853,4.9519,,
8/13/09,16.04328,164.8498,72.6265,5.935,4.95,,
8/12/09,15.747032,164.3548,63.0574,6.0333,3.65,,
8/11/09,15.510791,163.9898,69.1024,6.1382,4.81,,
8/10/09,15.690828,163.5088,81.2104,6.1625,5.49,,
8/7/09,15.766084,162.9598,80.9512,6.1074,8.54,,
8/6/09,15.613668,162.1058,81.4869,6.0028,8.95,,
8/5/09,15.727976,161.2108,82.4139,5.846,7.96,,
8/4/09,15.769895,160.4148,81.5002,5.6429,11.64,,
8/3/09,15.853719,159.2508,82.8226,5.4087,11.94,,
7/31/09,15.564132,158.0568,80.5712,5.144,13.9081,,
7/30/09,15.506983,156.666,79.145,4.8796,15.94,,
7/29/09,15.244069,155.072,75.6479,4.6,13.86,,
7/28/09,15.241209,153.686,75.6216,4.3045,16.85,,
7/27/09,15.250738,152.001,80.6756,3.9537,20.63,,
7/24/09,15.24026,149.938,77.2616,3.5593,20.61,,
7/23/09,15.033551,147.877,76.8966,3.1754,18.87,,
7/22/09,14.930673,145.99,81.1469,2.7713,21.87,,
7/21/09,14.432476,143.803,76.6386,2.3724,14.81,,
7/20/09,14.565837,142.322,76.6163,2.0545,14.57,,
7/17/09,14.455338,140.865,71.465,1.7867,7.83,,
7/16/09,14.0524,140.082,66.1468,1.6281,2.26,,
7/15/09,13.991431,139.856,64.8689,1.5569,2.46,,
7/14/09,13.552295,139.61,59.053,1.5523,-1.43,,
7/13/09,13.558964,139.753,53.2967,1.642,-0.25,,
7/10/09,13.195081,139.778,44.2283,1.8034,0.59,,
7/9/09,12.989319,139.719,47.9464,2.0084,2.34,,
7/8/09,13.071245,139.485,42.2885,2.1909,-0.48,,
7/7/09,12.897875,139.533,48.9509,2.3657,-2.19,,
7/6/09,13.20365,139.752,49.5547,2.4747,0.63,,
7/2/09,13.337968,139.689,56.8732,2.5435,5.14,,
7/1/09,13.605641,139.175,64.4294,2.5569,6.83,,
6/30/09,13.567535,138.492,62.6009,2.5549,5.92,,
6/29/09,13.523717,137.9,65.4995,2.5951,7.45,,
6/26/09,13.568491,137.155,58.2422,2.6851,0.98,,
6/25/09,13.322725,137.057,47.2486,2.8791,-3.8,,
6/24/09,12.975987,137.437,46.2074,3.1388,-6.86,,
6/23/09,12.765466,138.123,48.7806,3.3895,-7.41,,
6/22/09,13.085532,138.864,62.4092,3.6077,-3.15,,
6/19/09,13.286527,139.179,55.6133,3.7932,-7.24,,
6/18/09,12.943599,139.903,49.4079,4.0327,-4.02,,
6/17/09,12.915024,140.305,51.2504,4.2861,-3.33,,
6/16/09,12.988367,140.638,51.2211,4.5052,-2.33,,
6/15/09,12.963606,140.871,49.4477,4.6811,-0.46,,
6/12/09,13.047427,140.917,57.5608,4.7893,3.42,,
6/11/09,13.331297,140.575,59.8984,4.7812,6.1,,
6/10/09,13.359876,139.965,69.2339,4.6768,10.5,,
6/9/09,13.595164,138.915,75.141,4.4636,19.05,,
6/8/09,13.702803,137.01,75.1787,4.1813,19.77,,
6/5/09,13.780914,135.033,80.6064,3.8674,20.16,,
6/4/09,13.692326,133.017,74.9471,3.545,12.5,,
6/3/09,13.426553,131.767,74.7808,3.2878,13.18,,
6/2/09,13.287478,130.449,73.5539,3.0373,15.26,,
6/1/09,13.274143,128.923,70.3104,2.827,14.15,,
5/29/09,12.936931,127.508,68.8361,2.6837,15.61,,
5/28/09,12.86644,125.947,66.1161,2.6056,10.24,,
5/27/09,12.674019,124.923,63.6586,2.6203,2.22,,
5/26/09,12.457786,124.701,49.9164,2.7417,-2.61,,
5/22/09,11.669052,124.962,48.1311,2.9905,-4.99,,
5/21/09,11.829085,125.461,50.6486,3.2528,-7.18,,
5/20/09,11.990067,126.179,56.6623,3.5075,-5.7,,
5/19/09,12.140578,126.749,55.095,3.7688,-4.93,,
5/18/09,12.064371,127.242,48.729,4.0946,-4.51,,
5/15/09,11.661432,127.693,45.5595,4.489,-3.48,,
5/14/09,11.711917,128.041,39.4953,4.8962,-6.44,,
5/13/09,11.382327,128.685,45.6794,5.2701,-1.64,,
5/12/09,11.851947,128.849,61.8028,5.513,6.2099,,
5/11/09,12.342525,128.228,57.103,5.6328,4.47,,
5/8/09,12.306328,127.781,62.3697,5.728,4.4,,
5/7/09,12.293941,127.341,74.563,5.7406,5.71,,
5/6/09,12.621627,126.77,78.7759,5.6838,10.7,,
5/5/09,12.641634,125.7,76.9217,5.6257,12.86,,
5/4/09,12.58067,124.414,72.0373,5.6163,6.51,,
5/1/09,12.120573,123.763,67.7695,5.6659,4.62,,
4/30/09,11.986262,123.301,69.4107,5.7364,7.03,,
4/29/09,11.920529,122.598,67.0695,5.7928,7.65,,
4/28/09,11.802414,121.833,64.3837,5.8536,3.7801,,
4/27/09,11.881478,121.455,63.5814,5.9025,2.89,,
4/24/09,11.802414,121.166,68.9878,5.9115,6.22,,
4/23/09,11.945301,120.544,75.5686,5.8661,11.19,,
4/22/09,11.57475,119.425,70.4577,5.8033,6.1,,
4/21/09,11.598564,118.815,64.1268,5.79,3.95,,
4/20/09,11.478536,118.42,75.1301,5.7762,7.54,,
4/17/09,11.75669,117.666,74.3634,5.6885,11.035,,
4/16/09,11.569036,116.5625,71.5025,5.5837,15.1,,
4/15/09,11.2061,115.0525,68.3209,5.467,11.75,,
4/14/09,11.269922,113.8775,77.6082,5.3107,15.06,,
4/13/09,11.451866,112.3715,79.4119,5.0736,11.78,,
4/9/09,11.38995,111.1935,77.7284,4.8069,10.59,,
4/8/09,11.080362,110.1345,74.1513,4.5451,7.85,,
4/7/09,10.954621,109.3495,78.3161,4.2899,10.17,,
4/6/09,11.283261,108.3325,76.6068,4.007,12.23,,
4/3/09,11.048927,107.1095,75.7969,3.7472,12.1,,
4/2/09,10.736483,105.8995,70.9076,3.5201,8.235,,
4/1/09,10.353545,105.076,60.0293,3.3587,4.18,,
3/31/09,10.013476,104.658,64.9378,3.2255,10.19,,
3/30/09,9.953465,103.639,63.0588,3.0064,8.06,,
3/27/09,10.178272,102.833,77.9341,2.715,11.93,,
3/26/09,10.465949,101.64,77.4186,2.3196,14.8597,,
3/25/09,10.143981,100.154,77.1179,1.896,17.68,,
3/24/09,10.144933,98.386,75.6966,1.4609,21.49,,
3/23/09,10.255431,96.237,70.8152,1.0445,18.59,,
3/20/09,9.677216,94.378,69.8906,0.667,13.75,,
3/19/09,9.680075,93.003,69.6393,0.294,11.66,,
3/18/09,9.670549,91.837,66.8746,-0.0539,9.67,,
3/17/09,9.49337,90.87,59.0765,-0.3363,6.43,,
3/16/09,9.089478,90.227,62.4633,-0.5416,7.14,,
3/13/09,9.138059,89.513,62.2176,-0.7262,8.39,,
3/12/09,9.178067,88.674,56.5329,-0.8343,0.9703,,
3/11/09,8.828472,88.577,50.331,-0.8175,0.04,,
3/10/09,8.442678,88.573,37.0982,-0.6908,-2.5775,,
3/9/09,7.916856,88.8308,34.7659,-0.4803,-7.48,,
3/6/09,8.125469,89.5788,42.8027,-0.2844,-1.06,,
3/5/09,8.462683,89.6848,47.2522,-0.1489,-3.12,,
3/4/09,8.684633,89.9968,47.2263,-0.0149,-4.79,,
3/3/09,8.417911,90.4758,43.7266,0.1537,-7.96,,
3/2/09,8.37695,91.2718,44.6335,0.3632,-9.8,,
2/27/09,8.507455,92.2518,41.4458,0.5848,-7.92,,
2/26/09,8.496023,93.0438,48.839,0.821,-4.35,,
2/25/09,8.68368,93.4788,44.1473,1.0272,-11.31,,
2/24/09,8.596996,94.6098,38.4175,1.2752,-13.7175,,
2/23/09,8.282645,95.9815,45.6765,1.5185,-5.4,,
2/20/09,8.687489,96.5215,40.2975,1.6773,-3.37,,
2/19/09,8.634148,96.8585,48.0197,1.7991,0.13,,
2/18/09,8.989456,96.8455,51.7517,1.8017,3.11,,
2/17/09,9.004699,96.5345,55.897,1.7217,7.69,,
2/13/09,9.445743,95.7655,61.7666,1.5653,6.49,,
2/12/09,9.45622,95.1165,55.8704,1.3511,2.74,,
2/11/09,9.222839,94.8425,57.1274,1.1275,4.2,,
2/10/09,9.319047,94.4225,70.3277,0.8289,10.98,,
2/9/09,9.764855,93.3245,70.3213,0.453,12.285,,
2/6/09,9.499086,92.096,64.5938,0.1109,10.19,,
2/5/09,9.188545,91.077,57.0107,-0.1471,4.77,,
2/4/09,8.911346,90.6,58.2584,-0.3551,13.79,,
2/3/09,8.857052,89.221,55.814,-0.574,9.99,,
2/2/09,8.717021,88.222,50.2076,-0.7813,4.8,,
1/30/09,8.585566,87.742,58.5539,-0.9884,12.06,,
1/29/09,8.858953,86.536,59.7474,-1.2528,6.85,,
1/28/09,8.973265,85.851,58.2143,-1.5001,3.91,,
1/27/09,8.642719,85.46,54.9977,-1.6922,-0.27,,
1/26/09,8.538889,85.487,52.8126,-1.8097,-4.33,,
1/23/09,8.416958,85.92,49.3127,-1.8541,-3.62,,
1/22/09,8.416958,86.282,51.2806,-1.8182,-3.81,,
1/21/09,7.890185,86.663,34.3359,-1.7167,-16.5,,
1/20/09,7.449142,88.313,37.7647,-1.4953,-11.24,,
1/16/09,7.842559,89.437,41.3131,-1.3251,-1.58,,
1/15/09,7.942574,89.595,32.2755,-1.1929,-5.41,,
1/14/09,8.128328,90.136,40.8804,-1.077,-1.18,,
1/13/09,8.355044,90.254,44.6531,-1.0964,1.72,,
1/12/09,8.445536,90.082,49.1878,-1.1893,3.82,,
1/9/09,8.62843,89.7,55.4679,-1.3447,7.07,,
1/8/09,8.830378,88.993,49.6151,-1.5348,3.56,,
1/7/09,8.669391,88.637,52.7101,-1.6992,1.79,,
1/6/09,8.860859,88.458,63.3861,-1.8852,5.82,,
1/5/09,9.00946,87.876,58.2792,-2.061,3.86,,
1/2/09,8.644626,87.49,37.8066,-2.1076,-5.15,,
12/31/08,8.130234,88.005,38.0138,-2.0221,-8.01,,
12/30/08,8.219775,88.806,41.2966,-1.9264,-8.57,,
12/29/08,8.250257,89.663,38.3212,-1.8275,-6.28,,
12/26/08,8.174054,90.291,38.5557,-1.7019,-10.71,,
12/24/08,8.100704,91.362,37.1125,-1.5735,-11.73,,
12/23/08,8.228349,92.535,38.2944,-1.4548,-11.525,,
12/22/08,8.167386,93.6875,43.6986,-1.3799,-7.26,,
12/19/08,8.57318,94.4135,43.8933,-1.3677,-0.22,,
12/18/08,8.518884,94.4355,42.1646,-1.3815,-5.12,,
12/17/08,8.493165,94.9475,44.7686,-1.4378,1.63,,
12/16/08,9.090431,94.7845,49.4859,-1.583,3.95,,
12/15/08,9.025655,94.3895,52.9044,-1.8196,4.69,,
12/12/08,9.36096,93.9205,47.7487,-2.1126,-1.9,,
12/11/08,9.04947,94.1105,55.556,-2.4267,7.43,,
12/10/08,9.355249,93.3675,56.5063,-2.837,3.24,,
12/9/08,9.531471,93.0435,57.3985,-3.2595,13.185,,
12/8/08,9.499086,91.725,56.0728,-3.6633,15.35,,
12/5/08,8.95421,90.19,46.8153,-4.0018,5.11,,
12/4/08,8.707494,89.679,52.7003,-4.2497,4.99,,
12/3/08,9.1352,89.18,45.0336,-4.5231,-0.24,,
12/2/08,8.808467,89.204,45.8718,-4.7261,1.55,,
12/1/08,8.471256,89.049,47.4748,-4.944,-2.46,,
11/28/08,8.827519,89.295,51.8396,-5.1689,4.83,,
11/26/08,9.04947,88.812,45.4995,-5.3717,-2.51,,
11/25/08,8.649389,89.063,51.5135,-5.4544,-0.18,,
11/24/08,8.854193,89.081,36.376,-5.48,-14.96,,
11/21/08,7.866371,90.577,29.4762,-5.3121,-17.31,,
11/20/08,7.667282,92.308,32.6967,-5.1094,-15.81,,
11/19/08,8.219775,93.889,37.3578,-4.9708,-19.47,,
11/18/08,8.564608,95.836,37.5874,-4.8805,-20.35,,
11/17/08,8.396005,97.871,35.5183,-4.7859,-17.45,,
11/14/08,8.596042,99.616,41.1,-4.705,-13.64,,
11/13/08,9.186641,100.98,34.2487,-4.6997,-18.36,,
11/12/08,8.584612,102.816,36.7828,-4.6981,-8.43,,
11/11/08,9.027561,103.659,39.2104,-4.8188,-0.62,,
11/10/08,9.133296,103.721,45.2656,-5.0763,5.1,,
11/7/08,9.358105,103.211,43.9131,-5.4876,8.91,,
11/6/08,9.440024,102.32,45.8998,-5.9917,4.54,,
11/5/08,9.840107,101.866,55.759,-6.6455,11.54,,
11/4/08,10.572639,100.712,57.2805,-7.4592,13.04,,
11/3/08,10.188749,99.408,52.9354,-8.2838,6.15,,
10/31/08,10.248762,98.793,54.75,-9.0567,7.8,,
10/30/08,10.577401,98.013,55.7207,-9.8159,8.46,,
10/29/08,9.95918,97.167,48.4114,-10.4852,-2.98,,
10/28/08,9.517183,97.465,42.0706,-10.9696,-20.83,,
10/27/08,8.77227,99.548,41.6426,-11.3444,-9.48,,
10/24/08,9.180926,100.496,36.0431,-11.691,4.63,,
10/23/08,9.357153,100.033,40.6161,-12.014,3.16,,
10/22/08,9.227601,99.717,41.2719,-12.4356,11.4575,,
10/21/08,8.715116,98.5713,40.8521,-12.8654,-3.53,,
10/20/08,9.377156,98.9243,42.7032,-13.296,7.82,,
10/17/08,9.278089,98.1423,42.5542,-13.749,-4.4,,
10/16/08,9.705794,98.5823,42.6484,-14.1765,-8.24,,
10/15/08,9.33048,99.4063,44.7862,-14.5819,-8.08,,
10/14/08,9.914411,100.2143,51.9361,-14.9654,8.01,,
10/13/08,10.503101,99.4133,44.4048,-15.2313,-15.07,,
10/10/08,9.220932,100.9203,28.0775,-15.0257,-39.21,,
10/9/08,8.453156,104.8413,31.4512,-14.4384,-36.45,,
10/8/08,8.553179,108.4863,23.3974,-13.8258,-41.3575,,
10/7/08,8.493165,112.622,29.509,-13.0818,-31.37,,
10/6/08,9.348577,115.759,18.2719,-12.4299,-47.98,,
10/3/08,9.246652,120.557,22.9185,-11.6563,-38.6,,
10/2/08,9.535283,124.417,24.8097,-11.0153,-22.56,,
10/1/08,10.394507,126.673,26.7466,-10.3754,-26.57,,
9/30/08,10.826977,129.33,21.5745,-9.7286,-25.61,,
9/29/08,10.026814,131.891,26.8629,-9.0633,-22.41,,
9/26/08,12.215831,134.132,29.9355,-8.5529,-25.9999,,
9/25/08,12.56733,136.732,33.0837,-8.0757,-18.38,,
9/24/08,12.260598,138.57,29.6381,-7.5879,-25.05,,
9/23/08,12.082474,141.075,32.3522,-7.0291,-25.01,,
9/22/08,12.483504,143.576,37.8646,-6.4954,-24.63,,
9/19/08,13.422742,146.039,39.8751,-5.9555,-15.99,,
9/18/08,12.773087,147.638,23.298,-5.2687,-35.29,,
9/17/08,12.176776,151.167,27.8472,-4.3587,-28.35,,
9/16/08,13.32463,154.002,19.5859,-3.4942,-38.54,,
9/15/08,13.370352,157.856,23.9388,-2.5889,-30.93,,
9/12/08,14.187664,160.949,30.589,-1.8246,-24.3701,,
9/11/08,14.541067,163.386,24.8097,-1.1507,-25.13,,
9/10/08,14.442001,165.899,27.9906,-0.4582,-20.44,,
9/9/08,14.44867,167.943,32.0458,0.1327,-19.29,,
9/8/08,15.043075,169.872,41.1596,0.6156,-11.25,,
9/5/08,15.258355,170.997,26.5846,1.0019,-15.88,,
9/4/08,15.357427,172.585,36.4685,1.4002,-8.9125,,
9/3/08,15.904208,173.4763,38.1911,1.6359,-7.7,,
9/2/08,15.830854,174.2463,50.3305,1.7825,-3.17,,
8/29/08,16.149017,174.5633,51.8237,1.8057,-6.08,,
8/28/08,16.550051,175.1713,58.2694,1.7779,-3.05,,
8/27/08,16.638641,175.4762,53.8862,1.6921,-4.67,,
8/26/08,16.540527,175.9433,52.6361,1.5862,-0.76,,
8/25/08,16.436691,176.0192,61.9521,1.4133,6.08,,
8/22/08,16.840591,175.4112,61.3529,1.1396,11.96,,
8/21/08,16.602442,174.2152,58.9737,0.8195,11.58,,
8/20/08,16.750092,173.0572,59.7151,0.4479,14.8025,,
8/19/08,16.530046,171.577,59.3617,-0.0062,19.04,,
8/18/08,16.707222,169.673,61.5131,-0.5446,18.99,,
8/15/08,16.740568,167.774,69.1069,-1.1786,19.1,,
8/14/08,17.081591,165.864,68.3883,-1.8876,20.63,,
8/13/08,17.079685,163.801,68.0586,-2.573,20.27,,
8/12/08,16.834867,161.774,63.7196,-3.1883,16.97,,
8/11/08,16.532902,160.077,59.9301,-3.6588,7.89,,
8/8/08,16.150925,159.288,51.7689,-3.9839,3.49,,
8/7/08,15.581285,158.939,50.3472,-4.1508,-1.41,,
8/6/08,15.640342,159.08,46.0378,-4.2242,-5.18,,
8/5/08,15.302178,159.598,38.7088,-4.1818,6.6,,
8/4/08,14.596321,158.938,39.8868,-4.0481,-10.32,,
8/1/08,14.923049,159.97,43.6021,-3.9088,-8.27,,
7/31/08,15.141191,160.797,40.2636,-3.7593,-16.39,,
7/30/08,15.229785,162.436,40.2732,-3.535,-12.37,,
7/29/08,14.963058,163.673,38.752,-3.2806,-15.75,,
7/28/08,14.707769,165.248,43.6029,-3.0121,-13.19,,
7/25/08,15.44316,166.567,41.4834,-2.7851,-15,,
7/24/08,15.148814,168.067,44.7713,-2.5109,-10.61,,
7/23/08,15.837525,169.128,45.4729,-2.2405,-15.1,,
7/22/08,15.433632,170.638,25.3449,-1.9079,-26.5,,
7/21/08,15.840381,173.288,40.1028,-1.4904,-6.1,,
7/18/08,15.731792,173.898,41.6929,-1.3928,-1.38,,
7/17/08,16.366203,174.036,49.6452,-1.3612,-0.96,,
7/16/08,16.46146,174.132,42.9686,-1.4091,6.03,,
7/15/08,16.159498,173.529,46.0081,-1.4352,2.26,,
7/14/08,16.563387,173.303,50.4496,-1.5315,8.93,,
7/11/08,16.43955,172.41,50.4496,-1.6804,1.23,,
7/10/08,16.825346,172.287,49.8621,-1.8284,0.41,,
7/9/08,16.598635,172.246,56.9114,-1.9684,8.19,,
7/8/08,17.1035,171.427,51.2814,-2.1025,0.62,,
7/7/08,16.685314,171.365,48.2712,-2.0872,-3.55,,
7/3/08,16.205219,171.72,43.8335,-1.9657,-8.89,,
7/2/08,16.020416,172.609,50.0168,-1.7539,-5.95,,
7/1/08,16.639595,173.204,32.8385,-1.5095,-14.12,,
6/30/08,15.949933,174.616,39.49,-1.101,-1.21,,
6/27/08,16.202362,174.737,32.0448,-0.7503,-5.06,,
6/26/08,16.028046,175.243,41.9904,-0.3727,-7.31,,
6/25/08,16.897745,175.974,42.5461,-0.0781,-9.84,,
6/24/08,16.503376,176.958,37.5014,0.2541,-8.27,,
6/23/08,16.494801,177.785,41.1241,0.6272,-10.14,,
6/20/08,16.695797,178.799,43.5902,0.9735,-11.45,,
6/19/08,17.232098,179.944,46.316,1.3192,-7.77,,
6/18/08,17.027292,180.721,49.9893,1.684,-3,,
6/17/08,17.282579,181.021,45.6311,2.1024,-8.73,,
6/16/08,16.84535,181.894,32.73,2.6417,-17.25,,
6/13/08,16.419548,183.619,32.9845,3.2644,-16,,
6/12/08,16.504324,185.219,45.7172,3.8016,-5.48,,
6/11/08,17.22352,185.767,50.8483,4.1757,-3.15,,
6/10/08,17.683617,186.082,42.8364,4.5252,-2.47,,
6/9/08,17.299726,186.329,51.4812,4.8951,4.17,,
6/6/08,17.683617,185.912,58.6265,5.181,8.82,,
6/5/08,18.044641,185.03,55.4657,5.4436,0.64,,
6/4/08,17.640753,184.966,51.1471,5.7443,2.17,,
6/3/08,17.657894,184.749,57.6298,6.0559,-1,,
6/2/08,17.727434,184.849,61.5004,6.3224,-1.8,,
5/30/08,17.979872,185.029,59.9888,6.5905,0.72,,
5/29/08,17.783638,184.957,59.1663,6.9025,-4.36,,
5/28/08,17.814117,185.393,60.2616,7.2569,-1.11,,
5/27/08,17.758869,185.504,53.8176,7.6599,-2.32,,
5/23/08,17.257816,185.736,50.6707,8.1475,-2.43,,
5/22/08,16.865356,185.979,48.2397,8.6376,-4.57,,
5/21/08,16.973946,186.436,58.9475,9.0682,-0.52,,
5/20/08,17.708385,186.488,53.4847,9.3594,-2.73,,
5/19/08,17.48929,186.761,66.2199,9.6003,6.09,,
5/16/08,17.872221,186.152,72.3502,9.6788,9.99,,
5/15/08,18.073219,185.153,68.501,9.6809,11.77,,
5/14/08,17.742676,183.976,81.6,9.6573,15.03,,
5/13/08,18.095127,182.473,79.4952,9.5403,17.49,,
5/12/08,17.923664,180.724,76.3446,9.434,15.38,,
5/9/08,17.475008,179.186,74.3686,9.3197,12.58,,
5/8/08,17.628366,177.928,76.0484,9.1481,18.44,,
5/7/08,17.393082,176.084,83.1021,8.884,22.08,,
5/6/08,17.780777,173.876,82.1174,8.5419,17.15,,
5/5/08,17.59693,172.161,80.3083,8.1971,19.46,,
5/2/08,17.235909,170.215,79.2793,7.8679,21.27,,
5/1/08,17.14636,168.088,75.1498,7.5508,20.83,,
4/30/08,16.570055,166.005,78.4693,7.27,24.5,,
4/29/08,16.674843,163.555,74.252,6.9633,21.71,,
4/28/08,16.407167,161.384,72.9852,6.699,22.97,,
4/25/08,16.168064,159.087,75.072,6.4189,17.88,,
4/24/08,16.092817,157.299,70.3842,6.1262,14.18,,
4/23/08,15.516506,155.881,69.1401,5.8833,10.74,,
4/22/08,15.26026,154.807,76.8919,5.6278,13.86,,
4/21/08,16.018509,153.421,72.7512,5.3628,6.22,,
4/18/08,15.340281,152.799,69.5376,5.2109,6.85,,
4/17/08,14.716343,152.114,63.9137,5.1428,7.12,,
4/16/08,14.641089,151.402,60.6587,5.1487,2.98,,
4/15/08,14.13432,151.104,57.2764,5.1674,3.1,,
4/14/08,14.077165,150.794,53.2448,5.1618,3.5,,
4/11/08,14.0162,150.444,65.9083,5.0769,10.92,,
4/10/08,14.722062,149.352,63.84,4.8241,6.18,,
4/9/08,14.425808,148.734,69.0061,4.4947,12.44,,
4/8/08,14.559166,147.49,69.5639,4.0476,13.59,,
4/7/08,14.849706,146.131,75.4655,3.522,22.12,,
4/4/08,14.582029,143.919,72.2272,2.9359,21.07,,
4/3/08,14.442001,141.812,67.1455,2.3809,13.94,,
4/2/08,14.049539,140.418,71.0694,1.8321,19.6,,
4/1/08,14.243867,138.458,68.6954,1.2175,23.75,,
3/31/08,13.669459,136.083,65.5906,0.5994,13.39,,
3/28/08,13.622787,134.744,64.0331,-0.0311,17.7,,
3/27/08,13.359876,132.974,70.1577,-0.7036,17.91,,
3/26/08,13.818064,131.183,66.4128,-1.4245,16.77,,
3/25/08,13.429413,129.506,65.5448,-2.0845,17.98,,
3/24/08,13.291291,127.708,59.3658,-2.7014,13.6,,
