,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2770,1/6/2011,30.44049507,15.57562012,39.21723662,30.44049507,30.44049507,-2.866438262,-2.866438262,-2.866438262,-0.049494,-0.049494,-0.049494,-2.816944262,-2.816944262,-2.816944262,0,0,0,27.57405681
2771,1/7/2011,30.47228117,14.31988553,39.1943242,30.47228117,30.47228117,-2.944843033,-2.944843033,-2.944843033,-0.120237969,-0.120237969,-0.120237969,-2.824605064,-2.824605064,-2.824605064,0,0,0,27.52743814
2772,1/10/2011,30.56763947,15.89158222,39.47345327,30.56763947,30.56763947,-2.896317829,-2.896317829,-2.896317829,-0.026052294,-0.026052294,-0.026052294,-2.870265535,-2.870265535,-2.870265535,0,0,0,27.67132164
2773,1/11/2011,30.59942557,15.54984079,39.14591218,30.59942557,30.59942557,-2.902495223,-2.902495223,-2.902495223,-0.007096873,-0.007096873,-0.007096873,-2.89539835,-2.89539835,-2.89539835,0,0,0,27.69693034
2774,1/12/2011,30.63121166,16.16311733,39.37431865,30.63121166,30.63121166,-2.941259152,-2.941259152,-2.941259152,-0.015174207,-0.015174207,-0.015174207,-2.926084944,-2.926084944,-2.926084944,0,0,0,27.68995251
2775,1/13/2011,30.66299776,15.47809656,39.42667457,30.66299776,30.66299776,-3.011798843,-3.011798843,-3.011798843,-0.049494,-0.049494,-0.049494,-2.962304842,-2.962304842,-2.962304842,0,0,0,27.65119892
2776,1/14/2011,30.69478386,15.10751561,40.39906015,30.69478386,30.69478386,-3.124015745,-3.124015745,-3.124015745,-0.120237969,-0.120237969,-0.120237969,-3.003777776,-3.003777776,-3.003777776,0,0,0,27.57076812
2777,1/18/2011,30.82192826,15.17268343,38.99822602,30.82192826,30.82192826,-3.215091543,-3.215091543,-3.215091543,-0.007096873,-0.007096873,-0.007096873,-3.20799467,-3.20799467,-3.20799467,0,0,0,27.60683672
2778,1/19/2011,30.85371436,15.86956316,39.36679853,30.85371436,30.85371436,-3.278377311,-3.278377311,-3.278377311,-0.015174207,-0.015174207,-0.015174207,-3.263203103,-3.263203103,-3.263203103,0,0,0,27.57533705
2779,1/20/2011,30.88550046,16.1353153,41.11502062,30.88550046,30.88550046,-3.366809297,-3.366809297,-3.366809297,-0.049494,-0.049494,-0.049494,-3.317315297,-3.317315297,-3.317315297,0,0,0,27.51869116
2780,1/21/2011,30.91728656,14.46958874,39.55099218,30.91728656,30.91728656,-3.489000169,-3.489000169,-3.489000169,-0.120237969,-0.120237969,-0.120237969,-3.3687622,-3.3687622,-3.3687622,0,0,0,27.42828639
2781,1/24/2011,31.01264486,15.89256982,39.63568903,31.01264486,31.01264486,-3.517138745,-3.517138745,-3.517138745,-0.026052294,-0.026052294,-0.026052294,-3.491086452,-3.491086452,-3.491086452,0,0,0,27.49550611
2782,1/25/2011,31.04443096,16.37296229,39.41902539,31.04443096,31.04443096,-3.523152,-3.523152,-3.523152,-0.007096873,-0.007096873,-0.007096873,-3.516055128,-3.516055128,-3.516055128,0,0,0,27.52127896
2783,1/26/2011,31.07621706,16.25233854,39.896749,31.07621706,31.07621706,-3.545987246,-3.545987246,-3.545987246,-0.015174207,-0.015174207,-0.015174207,-3.530813039,-3.530813039,-3.530813039,0,0,0,27.53022981
2784,1/27/2011,31.10800315,16.04407641,39.58167716,31.10800315,31.10800315,-3.583711324,-3.583711324,-3.583711324,-0.049494,-0.049494,-0.049494,-3.534217323,-3.534217323,-3.534217323,0,0,0,27.52429183
2785,1/28/2011,31.13978925,15.15527808,39.38693396,31.13978925,31.13978925,-3.645574272,-3.645574272,-3.645574272,-0.120237969,-0.120237969,-0.120237969,-3.525336304,-3.525336304,-3.525336304,0,0,0,27.49421498
2786,1/31/2011,31.23514755,15.05419739,38.824376,31.23514755,31.23514755,-3.445439542,-3.445439542,-3.445439542,-0.026052294,-0.026052294,-0.026052294,-3.419387249,-3.419387249,-3.419387249,0,0,0,27.78970801
2787,2/1/2011,31.26693365,15.07096523,40.42694478,31.26693365,31.26693365,-3.364230328,-3.364230328,-3.364230328,-0.007096873,-0.007096873,-0.007096873,-3.357133455,-3.357133455,-3.357133455,0,0,0,27.90270332
2788,2/2/2011,31.30481949,16.27077254,39.87804103,31.30481949,31.30481949,-3.297041814,-3.297041814,-3.297041814,-0.015174207,-0.015174207,-0.015174207,-3.281867607,-3.281867607,-3.281867607,0,0,0,28.00777768
2789,2/3/2011,31.34270533,16.86446227,40.05932482,31.34270533,31.34270533,-3.243776735,-3.243776735,-3.243776735,-0.049494,-0.049494,-0.049494,-3.194282735,-3.194282735,-3.194282735,0,0,0,28.09892859
2790,2/4/2011,31.38059117,16.10026324,41.34271818,31.38059117,31.38059117,-3.215571293,-3.215571293,-3.215571293,-0.120237969,-0.120237969,-0.120237969,-3.095333324,-3.095333324,-3.095333324,0,0,0,28.16501987
2791,2/7/2011,31.49424868,16.74494113,40.55317397,31.49424868,31.49424868,-2.769303141,-2.769303141,-2.769303141,-0.026052294,-0.026052294,-0.026052294,-2.743250847,-2.743250847,-2.743250847,0,0,0,28.72494554
2792,2/8/2011,31.53213452,16.60247384,42.04894261,31.53213452,31.53213452,-2.619802379,-2.619802379,-2.619802379,-0.007096873,-0.007096873,-0.007096873,-2.612705507,-2.612705507,-2.612705507,0,0,0,28.91233214
2793,2/9/2011,31.57002036,17.71236962,40.9806282,31.57002036,31.57002036,-2.493674487,-2.493674487,-2.493674487,-0.015174207,-0.015174207,-0.015174207,-2.478500279,-2.478500279,-2.478500279,0,0,0,29.07634587
2794,2/10/2011,31.6079062,17.6590125,41.37742033,31.6079062,31.6079062,-2.391989042,-2.391989042,-2.391989042,-0.049494,-0.049494,-0.049494,-2.342495041,-2.342495041,-2.342495041,0,0,0,29.21591715
2795,2/11/2011,31.64579203,17.55763448,41.13757144,31.64579203,31.64579203,-2.326790559,-2.326790559,-2.326790559,-0.120237969,-0.120237969,-0.120237969,-2.20655259,-2.20655259,-2.20655259,0,0,0,29.31900148
2796,2/14/2011,31.75944955,18.20020019,41.2472602,31.75944955,31.75944955,-1.842870111,-1.842870111,-1.842870111,-0.026052294,-0.026052294,-0.026052294,-1.816817817,-1.816817817,-1.816817817,0,0,0,29.91657944
2797,2/15/2011,31.79733539,18.39250842,42.47958595,31.79733539,31.79733539,-1.705336136,-1.705336136,-1.705336136,-0.007096873,-0.007096873,-0.007096873,-1.698239263,-1.698239263,-1.698239263,0,0,0,30.09199925
2798,2/16/2011,31.83522123,18.65732918,41.98299914,31.83522123,31.83522123,-1.602718179,-1.602718179,-1.602718179,-0.015174207,-0.015174207,-0.015174207,-1.587543971,-1.587543971,-1.587543971,0,0,0,30.23250305
2799,2/17/2011,31.87310706,18.18777414,41.48547901,31.87310706,31.87310706,-1.535229445,-1.535229445,-1.535229445,-0.049494,-0.049494,-0.049494,-1.485735445,-1.485735445,-1.485735445,0,0,0,30.33787762
2800,2/18/2011,31.9109929,18.68558207,42.32879561,31.9109929,31.9109929,-1.513804696,-1.513804696,-1.513804696,-0.120237969,-0.120237969,-0.120237969,-1.393566727,-1.393566727,-1.393566727,0,0,0,30.39718821
2801,2/22/2011,32.06253625,19.17149852,43.01943858,32.06253625,32.06253625,-1.134085492,-1.134085492,-1.134085492,-0.007096873,-0.007096873,-0.007096873,-1.12698862,-1.12698862,-1.12698862,0,0,0,30.92845076
2802,2/23/2011,32.10042209,17.99620747,42.46187084,32.10042209,32.10042209,-1.100132307,-1.100132307,-1.100132307,-0.015174207,-0.015174207,-0.015174207,-1.0849581,-1.0849581,-1.0849581,0,0,0,31.00028979
2803,2/24/2011,32.13830793,19.45697296,42.93772349,32.13830793,32.13830793,-1.101032175,-1.101032175,-1.101032175,-0.049494,-0.049494,-0.049494,-1.051538174,-1.051538174,-1.051538174,0,0,0,31.03727576
2804,2/25/2011,32.17619377,18.76293712,42.4379086,32.17619377,32.17619377,-1.14597345,-1.14597345,-1.14597345,-0.120237969,-0.120237969,-0.120237969,-1.025735481,-1.025735481,-1.025735481,0,0,0,31.03022032
2805,2/28/2011,32.28985128,19.39349768,43.19040447,32.28985128,32.28985128,-1.007871314,-1.007871314,-1.007871314,-0.026052294,-0.026052294,-0.026052294,-0.98181902,-0.98181902,-0.98181902,0,0,0,31.28197997
2806,3/1/2011,32.32773712,20.2006861,42.58040866,32.32773712,32.32773712,-0.980882103,-0.980882103,-0.980882103,-0.007096873,-0.007096873,-0.007096873,-0.97378523,-0.97378523,-0.97378523,0,0,0,31.34685502
2807,3/2/2011,32.36562296,18.99245393,43.29516168,32.36562296,32.36562296,-0.981849999,-0.981849999,-0.981849999,-0.015174207,-0.015174207,-0.015174207,-0.966675792,-0.966675792,-0.966675792,0,0,0,31.38377296
2808,3/3/2011,32.4035088,19.42481227,43.24847617,32.4035088,32.4035088,-1.008587403,-1.008587403,-1.008587403,-0.049494,-0.049494,-0.049494,-0.959093402,-0.959093402,-0.959093402,0,0,0,31.3949214
2809,3/4/2011,32.44139464,19.29411968,42.67016835,32.44139464,32.44139464,-1.06995589,-1.06995589,-1.06995589,-0.120237969,-0.120237969,-0.120237969,-0.949717921,-0.949717921,-0.949717921,0,0,0,31.37143875
2810,3/7/2011,32.55505215,20.67467219,42.98151296,32.55505215,32.55505215,-0.925606628,-0.925606628,-0.925606628,-0.026052294,-0.026052294,-0.026052294,-0.899554335,-0.899554335,-0.899554335,0,0,0,31.62944552
2811,3/8/2011,32.59293799,19.47628302,44.19129551,32.59293799,32.59293799,-0.879680537,-0.879680537,-0.879680537,-0.007096873,-0.007096873,-0.007096873,-0.872583664,-0.872583664,-0.872583664,0,0,0,31.71325745
2812,3/9/2011,32.63082383,20.20408134,44.45398101,32.63082383,32.63082383,-0.85472087,-0.85472087,-0.85472087,-0.015174207,-0.015174207,-0.015174207,-0.839546663,-0.839546663,-0.839546663,0,0,0,31.77610296
2813,3/10/2011,32.66870967,19.96420101,43.59071385,32.66870967,32.66870967,-0.849710797,-0.849710797,-0.849710797,-0.049494,-0.049494,-0.049494,-0.800216796,-0.800216796,-0.800216796,0,0,0,31.81899887
2814,3/11/2011,32.70659551,20.68352242,44.3160816,32.70659551,32.70659551,-0.87484023,-0.87484023,-0.87484023,-0.120237969,-0.120237969,-0.120237969,-0.754602261,-0.754602261,-0.754602261,0,0,0,31.83175528
2815,3/14/2011,32.82025302,20.2238702,43.72367786,32.82025302,32.82025302,-0.609605379,-0.609605379,-0.609605379,-0.026052294,-0.026052294,-0.026052294,-0.583553085,-0.583553085,-0.583553085,0,0,0,32.21064764
2816,3/15/2011,32.85813886,20.55532617,44.56273604,32.85813886,32.85813886,-0.524445479,-0.524445479,-0.524445479,-0.007096873,-0.007096873,-0.007096873,-0.517348606,-0.517348606,-0.517348606,0,0,0,32.33369338
2817,3/16/2011,32.8960247,20.78510187,44.32880904,32.8960247,32.8960247,-0.463280032,-0.463280032,-0.463280032,-0.015174207,-0.015174207,-0.015174207,-0.448105825,-0.448105825,-0.448105825,0,0,0,32.43274467
2818,3/17/2011,32.93391054,20.80103727,45.02585371,32.93391054,32.93391054,-0.426462947,-0.426462947,-0.426462947,-0.049494,-0.049494,-0.049494,-0.376968947,-0.376968947,-0.376968947,0,0,0,32.50744759
2819,3/18/2011,32.97179637,20.37023287,44.83521144,32.97179637,32.97179637,-0.425414328,-0.425414328,-0.425414328,-0.120237969,-0.120237969,-0.120237969,-0.305176359,-0.305176359,-0.305176359,0,0,0,32.54638205
2820,3/21/2011,33.08545389,20.95532854,44.34353394,33.08545389,33.08545389,-0.124936263,-0.124936263,-0.124936263,-0.026052294,-0.026052294,-0.026052294,-0.09888397,-0.09888397,-0.09888397,0,0,0,32.96051763
2821,3/22/2011,33.12333973,21.51776162,44.95153695,33.12333973,33.12333973,-0.044531896,-0.044531896,-0.044531896,-0.007096873,-0.007096873,-0.007096873,-0.037435023,-0.037435023,-0.037435023,0,0,0,33.07880783
2822,3/23/2011,33.16122557,22.16690145,44.79491947,33.16122557,33.16122557,0.003194369,0.003194369,0.003194369,-0.015174207,-0.015174207,-0.015174207,0.018368576,0.018368576,0.018368576,0,0,0,33.16441993
2823,3/24/2011,33.1991114,21.25615779,45.25352229,33.1991114,33.1991114,0.01800509,0.01800509,0.01800509,-0.049494,-0.049494,-0.049494,0.067499091,0.067499091,0.067499091,0,0,0,33.21711649
2824,3/25/2011,33.23699724,21.98860145,45.22446795,33.23699724,33.23699724,-0.011157751,-0.011157751,-0.011157751,-0.120237969,-0.120237969,-0.120237969,0.109080218,0.109080218,0.109080218,0,0,0,33.22583949
2825,3/28/2011,33.35065476,22.23222496,45.02637303,33.35065476,33.35065476,0.156446173,0.156446173,0.156446173,-0.026052294,-0.026052294,-0.026052294,0.182498467,0.182498467,0.182498467,0,0,0,33.50710093
2826,3/29/2011,33.38854059,20.96385908,45.14888747,33.38854059,33.38854059,0.181770956,0.181770956,0.181770956,-0.007096873,-0.007096873,-0.007096873,0.188867829,0.188867829,0.188867829,0,0,0,33.57031155
2827,3/30/2011,33.42642643,22.35667383,46.19575938,33.42642643,33.42642643,0.171045185,0.171045185,0.171045185,-0.015174207,-0.015174207,-0.015174207,0.186219392,0.186219392,0.186219392,0,0,0,33.59747162
2828,3/31/2011,33.46431227,20.96593667,45.14175642,33.46431227,33.46431227,0.12539591,0.12539591,0.12539591,-0.049494,-0.049494,-0.049494,0.17488991,0.17488991,0.17488991,0,0,0,33.58970818
2829,4/1/2011,33.50219811,21.70929047,45.37856542,33.50219811,33.50219811,0.03517652,0.03517652,0.03517652,-0.120237969,-0.120237969,-0.120237969,0.155414489,0.155414489,0.155414489,0,0,0,33.53737463
2830,4/4/2011,33.61585562,21.57455115,45.99047164,33.61585562,33.61585562,0.030011948,0.030011948,0.030011948,-0.026052294,-0.026052294,-0.026052294,0.056064242,0.056064242,0.056064242,0,0,0,33.64586757
2831,4/5/2011,33.65374146,20.4429734,45.63374927,33.65374146,33.65374146,0.005560991,0.005560991,0.005560991,-0.007096873,-0.007096873,-0.007096873,0.012657864,0.012657864,0.012657864,0,0,0,33.65930245
2832,4/6/2011,33.6916273,20.99914287,44.5953252,33.6916273,33.6916273,-0.049139749,-0.049139749,-0.049139749,-0.015174207,-0.015174207,-0.015174207,-0.033965541,-0.033965541,-0.033965541,0,0,0,33.64248755
2833,4/7/2011,33.72951314,21.80155462,45.00703344,33.72951314,33.72951314,-0.132057603,-0.132057603,-0.132057603,-0.049494,-0.049494,-0.049494,-0.082563603,-0.082563603,-0.082563603,0,0,0,33.59745554
2834,4/8/2011,33.76739898,21.4451341,45.42815069,33.76739898,33.76739898,-0.252120339,-0.252120339,-0.252120339,-0.120237969,-0.120237969,-0.120237969,-0.13188237,-0.13188237,-0.13188237,0,0,0,33.51527864
2835,4/11/2011,33.88105649,21.86027919,45.74784858,33.88105649,33.88105649,-0.298167889,-0.298167889,-0.298167889,-0.026052294,-0.026052294,-0.026052294,-0.272115595,-0.272115595,-0.272115595,0,0,0,33.5828886
2836,4/12/2011,33.91894233,21.7718557,45.48780615,33.91894233,33.91894233,-0.319734649,-0.319734649,-0.319734649,-0.007096873,-0.007096873,-0.007096873,-0.312637777,-0.312637777,-0.312637777,0,0,0,33.59920768
2837,4/13/2011,33.95682817,21.99332831,46.09537391,33.95682817,33.95682817,-0.363671036,-0.363671036,-0.363671036,-0.015174207,-0.015174207,-0.015174207,-0.348496828,-0.348496828,-0.348496828,0,0,0,33.59315713
2838,4/14/2011,33.99471401,21.23589439,45.96407329,33.99471401,33.99471401,-0.428460648,-0.428460648,-0.428460648,-0.049494,-0.049494,-0.049494,-0.378966647,-0.378966647,-0.378966647,0,0,0,33.56625336
2839,4/15/2011,34.03259985,21.72316436,45.93285964,34.03259985,34.03259985,-0.52371534,-0.52371534,-0.52371534,-0.120237969,-0.120237969,-0.120237969,-0.403477372,-0.403477372,-0.403477372,0,0,0,33.50888451
2840,4/18/2011,34.14625736,22.49200502,46.17111381,34.14625736,34.14625736,-0.464069863,-0.464069863,-0.464069863,-0.026052294,-0.026052294,-0.026052294,-0.43801757,-0.43801757,-0.43801757,0,0,0,33.6821875
2841,4/19/2011,34.1841432,20.69627978,46.53394041,34.1841432,34.1841432,-0.443363466,-0.443363466,-0.443363466,-0.007096873,-0.007096873,-0.007096873,-0.436266593,-0.436266593,-0.436266593,0,0,0,33.74077973
2842,4/20/2011,34.22202904,22.2721241,44.9906041,34.22202904,34.22202904,-0.443303338,-0.443303338,-0.443303338,-0.015174207,-0.015174207,-0.015174207,-0.42812913,-0.42812913,-0.42812913,0,0,0,33.7787257
2843,4/21/2011,34.25991488,22.04024534,45.80102996,34.25991488,34.25991488,-0.463445784,-0.463445784,-0.463445784,-0.049494,-0.049494,-0.049494,-0.413951784,-0.413951784,-0.413951784,0,0,0,33.79646909
2844,4/25/2011,34.41145823,22.30753201,46.00242132,34.41145823,34.41145823,-0.333095077,-0.333095077,-0.333095077,-0.026052294,-0.026052294,-0.026052294,-0.307042783,-0.307042783,-0.307042783,0,0,0,34.07836315
2845,4/26/2011,34.44934407,22.46428573,46.19803293,34.44934407,34.44934407,-0.277898212,-0.277898212,-0.277898212,-0.007096873,-0.007096873,-0.007096873,-0.27080134,-0.27080134,-0.27080134,0,0,0,34.17144585
2846,4/27/2011,34.48722991,23.62502918,45.94957219,34.48722991,34.48722991,-0.247198706,-0.247198706,-0.247198706,-0.015174207,-0.015174207,-0.015174207,-0.232024498,-0.232024498,-0.232024498,0,0,0,34.2400312
2847,4/28/2011,34.52511574,22.5245836,46.40856159,34.52511574,34.52511574,-0.240802343,-0.240802343,-0.240802343,-0.049494,-0.049494,-0.049494,-0.191308342,-0.191308342,-0.191308342,0,0,0,34.2843134
2848,4/29/2011,34.56300158,22.86742885,45.07537339,34.56300158,34.56300158,-0.269430318,-0.269430318,-0.269430318,-0.120237969,-0.120237969,-0.120237969,-0.149192349,-0.149192349,-0.149192349,0,0,0,34.29357126
2849,5/2/2011,34.6766591,22.09096782,45.42837427,34.6766591,34.6766591,-0.044705014,-0.044705014,-0.044705014,-0.026052294,-0.026052294,-0.026052294,-0.018652721,-0.018652721,-0.018652721,0,0,0,34.63195408
2850,5/3/2011,34.71454493,23.603111,46.06535069,34.71454493,34.71454493,0.018231079,0.018231079,0.018231079,-0.007096873,-0.007096873,-0.007096873,0.025327952,0.025327952,0.025327952,0,0,0,34.73277601
2851,5/4/2011,34.75243077,23.06348261,45.68531727,34.75243077,34.75243077,0.054158106,0.054158106,0.054158106,-0.015174207,-0.015174207,-0.015174207,0.069332313,0.069332313,0.069332313,0,0,0,34.80658888
2852,5/5/2011,34.79031661,22.79687894,46.64771922,34.79031661,34.79031661,0.063891781,0.063891781,0.063891781,-0.049494,-0.049494,-0.049494,0.113385782,0.113385782,0.113385782,0,0,0,34.85420839
2853,5/6/2011,34.82820245,22.24291698,47.67220783,34.82820245,34.82820245,0.037367515,0.037367515,0.037367515,-0.120237969,-0.120237969,-0.120237969,0.157605484,0.157605484,0.157605484,0,0,0,34.86556996
2854,5/9/2011,34.94185996,23.95555009,47.48493316,34.94185996,34.94185996,0.267476857,0.267476857,0.267476857,-0.026052294,-0.026052294,-0.026052294,0.293529151,0.293529151,0.293529151,0,0,0,35.20933682
2855,5/10/2011,34.9797458,22.95692915,47.18098816,34.9797458,34.9797458,0.333825353,0.333825353,0.333825353,-0.007096873,-0.007096873,-0.007096873,0.340922225,0.340922225,0.340922225,0,0,0,35.31357116
2856,5/11/2011,35.01763164,24.39858005,47.48528573,35.01763164,35.01763164,0.374729284,0.374729284,0.374729284,-0.015174207,-0.015174207,-0.015174207,0.389903491,0.389903491,0.389903491,0,0,0,35.39236092
2857,5/12/2011,35.05551748,23.80641456,48.02574727,35.05551748,35.05551748,0.391286225,0.391286225,0.391286225,-0.049494,-0.049494,-0.049494,0.440780225,0.440780225,0.440780225,0,0,0,35.4468037
2858,5/13/2011,35.09340332,22.53132131,47.94958257,35.09340332,35.09340332,0.373575287,0.373575287,0.373575287,-0.120237969,-0.120237969,-0.120237969,0.493813256,0.493813256,0.493813256,0,0,0,35.4669786
2859,5/16/2011,35.20706083,23.90094012,47.67547888,35.20706083,35.20706083,0.641244757,0.641244757,0.641244757,-0.026052294,-0.026052294,-0.026052294,0.667297051,0.667297051,0.667297051,0,0,0,35.84830559
2860,5/17/2011,35.24494667,24.38022279,48.86299719,35.24494667,35.24494667,0.722783806,0.722783806,0.722783806,-0.007096873,-0.007096873,-0.007096873,0.729880679,0.729880679,0.729880679,0,0,0,35.96773048
2861,5/18/2011,35.28283251,24.24582862,47.9804255,35.28283251,35.28283251,0.779335047,0.779335047,0.779335047,-0.015174207,-0.015174207,-0.015174207,0.794509254,0.794509254,0.794509254,0,0,0,36.06216756
2862,5/19/2011,35.32071835,25.39134218,48.54163733,35.32071835,35.32071835,0.811280568,0.811280568,0.811280568,-0.049494,-0.049494,-0.049494,0.860774569,0.860774569,0.860774569,0,0,0,36.13199892
2863,5/20/2011,35.35860419,23.5679975,48.51529767,35.35860419,35.35860419,0.8078863,0.8078863,0.8078863,-0.120237969,-0.120237969,-0.120237969,0.928124269,0.928124269,0.928124269,0,0,0,36.16649049
2864,5/23/2011,35.4722617,24.18862228,48.86224416,35.4722617,35.4722617,1.103037795,1.103037795,1.103037795,-0.026052294,-0.026052294,-0.026052294,1.129090089,1.129090089,1.129090089,0,0,0,36.5752995
2865,5/24/2011,35.51014754,24.78957625,48.26345467,35.51014754,35.51014754,1.185480936,1.185480936,1.185480936,-0.007096873,-0.007096873,-0.007096873,1.192577809,1.192577809,1.192577809,0,0,0,36.69562848
2866,5/25/2011,35.54803338,25.40119616,49.95342698,35.54803338,35.54803338,1.237327496,1.237327496,1.237327496,-0.015174207,-0.015174207,-0.015174207,1.252501704,1.252501704,1.252501704,0,0,0,36.78536087
2867,5/26/2011,35.58591922,24.07635486,48.88990887,35.58591922,35.58591922,1.258182347,1.258182347,1.258182347,-0.049494,-0.049494,-0.049494,1.307676347,1.307676347,1.307676347,0,0,0,36.84410156
2868,5/27/2011,35.62380505,25.00828179,49.18609502,35.62380505,35.62380505,1.236652364,1.236652364,1.236652364,-0.120237969,-0.120237969,-0.120237969,1.356890333,1.356890333,1.356890333,0,0,0,36.86045742
2869,5/31/2011,35.77534841,25.43461635,49.97936822,35.77534841,35.77534841,1.463685205,1.463685205,1.463685205,-0.007096873,-0.007096873,-0.007096873,1.470782078,1.470782078,1.470782078,0,0,0,37.23903361
2870,6/1/2011,35.81323424,25.81180507,49.25791792,35.81323424,35.81323424,1.458176186,1.458176186,1.458176186,-0.015174207,-0.015174207,-0.015174207,1.473350393,1.473350393,1.473350393,0,0,0,37.27141043
2871,6/2/2011,35.85112008,25.73453595,48.81096986,35.85112008,35.85112008,1.414444831,1.414444831,1.414444831,-0.049494,-0.049494,-0.049494,1.463938832,1.463938832,1.463938832,0,0,0,37.26556491
2872,6/3/2011,35.88900592,25.12504148,49.90147875,35.88900592,35.88900592,1.321803836,1.321803836,1.321803836,-0.120237969,-0.120237969,-0.120237969,1.442041805,1.442041805,1.442041805,0,0,0,37.21080976
2873,6/6/2011,36.00266344,24.90337114,49.21151857,36.00266344,36.00266344,1.273587163,1.273587163,1.273587163,-0.026052294,-0.026052294,-0.026052294,1.299639457,1.299639457,1.299639457,0,0,0,37.2762506
2874,6/7/2011,36.04054927,26.08809102,48.97521129,36.04054927,36.04054927,1.220082208,1.220082208,1.220082208,-0.007096873,-0.007096873,-0.007096873,1.227179081,1.227179081,1.227179081,0,0,0,37.26063148
2875,6/8/2011,36.07843511,24.19512429,49.12621409,36.07843511,36.07843511,1.127944139,1.127944139,1.127944139,-0.015174207,-0.015174207,-0.015174207,1.143118346,1.143118346,1.143118346,0,0,0,37.20637925
2876,6/9/2011,36.11632095,24.76141476,48.9822331,36.11632095,36.11632095,0.998859633,0.998859633,0.998859633,-0.049494,-0.049494,-0.049494,1.048353633,1.048353633,1.048353633,0,0,0,37.11518058
2877,6/10/2011,36.15420679,24.89941325,48.0586013,36.15420679,36.15420679,0.823767204,0.823767204,0.823767204,-0.120237969,-0.120237969,-0.120237969,0.944005173,0.944005173,0.944005173,0,0,0,36.97797399
2878,6/13/2011,36.2678643,24.27948719,48.42288051,36.2678643,36.2678643,0.561531237,0.561531237,0.561531237,-0.026052294,-0.026052294,-0.026052294,0.58758353,0.58758353,0.58758353,0,0,0,36.82939554
2879,6/14/2011,36.30575014,25.33112965,49.10790131,36.30575014,36.30575014,0.452711498,0.452711498,0.452711498,-0.007096873,-0.007096873,-0.007096873,0.45980837,0.45980837,0.45980837,0,0,0,36.75846164
2880,6/15/2011,36.34363598,23.7068094,47.3504454,36.34363598,36.34363598,0.315395271,0.315395271,0.315395271,-0.015174207,-0.015174207,-0.015174207,0.330569478,0.330569478,0.330569478,0,0,0,36.65903125
2881,6/16/2011,36.38152182,25.49351071,48.44576571,36.38152182,36.38152182,0.15227123,0.15227123,0.15227123,-0.049494,-0.049494,-0.049494,0.20176523,0.20176523,0.20176523,0,0,0,36.53379305
2882,6/17/2011,36.41940766,25.3002518,48.58092989,36.41940766,36.41940766,-0.044942601,-0.044942601,-0.044942601,-0.120237969,-0.120237969,-0.120237969,0.075295368,0.075295368,0.075295368,0,0,0,36.37446506
2883,6/20/2011,36.53306517,24.70256326,48.70688816,36.53306517,36.53306517,-0.297995876,-0.297995876,-0.297995876,-0.026052294,-0.026052294,-0.026052294,-0.271943583,-0.271943583,-0.271943583,0,0,0,36.2350693
2884,6/21/2011,36.57095101,24.630986,48.10469229,36.57095101,36.57095101,-0.378558145,-0.378558145,-0.378558145,-0.007096873,-0.007096873,-0.007096873,-0.371461272,-0.371461272,-0.371461272,0,0,0,36.19239287
2885,6/22/2011,36.60883685,24.50383443,47.84102515,36.60883685,36.60883685,-0.475684766,-0.475684766,-0.475684766,-0.015174207,-0.015174207,-0.015174207,-0.460510559,-0.460510559,-0.460510559,0,0,0,36.13315208
2886,6/23/2011,36.64672269,23.67661743,47.23570006,36.64672269,36.64672269,-0.587475413,-0.587475413,-0.587475413,-0.049494,-0.049494,-0.049494,-0.537981412,-0.537981412,-0.537981412,0,0,0,36.05924727
2887,6/24/2011,36.68460853,23.89835478,48.97559198,36.68460853,36.68460853,-0.72323648,-0.72323648,-0.72323648,-0.120237969,-0.120237969,-0.120237969,-0.602998511,-0.602998511,-0.602998511,0,0,0,35.96137205
2888,6/27/2011,36.79826604,23.13465497,48.27883826,36.79826604,36.79826604,-0.74443863,-0.74443863,-0.74443863,-0.026052294,-0.026052294,-0.026052294,-0.718386336,-0.718386336,-0.718386336,0,0,0,36.05382741
2889,6/28/2011,36.83615188,24.483216,47.66134327,36.83615188,36.83615188,-0.737052394,-0.737052394,-0.737052394,-0.007096873,-0.007096873,-0.007096873,-0.729955521,-0.729955521,-0.729955521,0,0,0,36.09909948
2890,6/29/2011,36.87403772,24.57617715,47.62495608,36.87403772,36.87403772,-0.743724827,-0.743724827,-0.743724827,-0.015174207,-0.015174207,-0.015174207,-0.72855062,-0.72855062,-0.72855062,0,0,0,36.13031289
2891,6/30/2011,36.91192356,24.46096748,47.57233141,36.91192356,36.91192356,-0.764309409,-0.764309409,-0.764309409,-0.049494,-0.049494,-0.049494,-0.714815409,-0.714815409,-0.714815409,0,0,0,36.14761415
2892,7/1/2011,36.94980939,23.44044409,47.1477682,36.94980939,36.94980939,-0.809843963,-0.809843963,-0.809843963,-0.120237969,-0.120237969,-0.120237969,-0.689605994,-0.689605994,-0.689605994,0,0,0,36.13996543
